link,time,tweet,topic_idx,topic,similarity
https://x.com/toshio_tamogami/status/1922815725431123994,2025-05-15T00:46:07+00:00,日本学術会議法案が5月13日衆院で可決された。会員選考の透明性を確保するために首相が任命する形から、政府が関与せず学術会議の総会で任命するようになるという。しかし年間10億円の財政支援は継続されるという。これまでの学術会議の動きを見れば中国軍に協力するけど日本の自衛隊には協力しない。勝手にやるから日本政府は金だけ出せと言うことだ。こんなバカな組織を日本政府が甘やかすことが日本弱体化につながっているのだ,18,都職員のチャットGPT使用,0.31739247
https://x.com/toshio_tamogami/status/1736509140275695754,2023-12-17T22:10:16+00:00,ラジオで今タイ国で日系企業が多くの離職者で困っていると言っていた。嘗て花形であった日系企業だが近年は昇進が遅く給料も安いとか。他の外資系企業やタイ国の企業の部長の年収2千万円に対し日系では1700万円だと言う。30年間経済成長していない国は日本だけだからこうなるのも必然だ。日本の政治は一体何をしているのだ。世界平均の成長していれば今頃大学出の初任給は50万円を超えていただろう,0,高校授業料の「実質無償化,0.317221
https://x.com/toshio_tamogami/status/1829611080492232725,2024-08-30T20:04:08+00:00,東京の火葬場は8割が中国資本に買収されているとか。水道の維持管理も全国でフランスのヴェオリア社とかいう会社に委託が進む。外国人が日本の土地、公共施設、水などを使って金儲けすることをどうして日本政府は放置するのか。日本製鉄のスチール買収に強い反対を表明する米国大統領などのような対応をどうして日本の総理は取れないのか。自己の利益のために売国に手を貸すのか,8,税の偏在是正措置,0.3166981
https://x.com/toshio_tamogami/status/1932581539357040966,2025-06-10T23:31:59+00:00,欧米主要国では農家は準公務員だ。農家の収入の6割から8割は政府の補助金だ。我が国は農家をほとんど守ってこなかった。だから農家は後継ぎがいなくなってあと10年もすれば我が国では国産米が食べられなくなる恐れが大だ。いま米騒動が起きているが、主食である米はいつでも政府が農家から高く買い上げて消費者には安く供給すればよい。余った米は輸出に回しておいて米不足になりそうだったら輸出を削減すればよい。政府は農家の後継ぎが生まれるように農家の収入を保証すればよい。政治家に後継ぎが多いのは政治家の収入が保証されているからなのだ,9,ふるさと納税制度の見直し,0.31635898
https://x.com/toshio_tamogami/status/1863710620685832203,2024-12-02T22:23:32+00:00,国会で立憲民主党が企業団体献金の廃止を訴えている。自民党としては資金源を失うことになるし、企業や団体としては資金提供で自民党を動かす手段を放棄したくないだろう。昔の日本の企業は社員を守ることが強く意識されていたが近年では株主資本主義などの普及により社員と対立することも多い。消費税なども経団連などの要求により制度が作られ税率アップが行われてきた。企業団体献金は廃止した方が国民のための政治が行われるようになるかもしれない,4,選挙妨害対策,0.31605232
https://x.com/toshio_tamogami/status/1744111206821228950,2024-01-07T21:38:10+00:00,成人の日は昔は1月15日と決まっていたが今では3連休を作るために毎年日が変わる。私など古い人間にとっては毎年変わる日に違和感がある。さて本日は午前11時から靖国会の靖国昇殿参拝を行います。総理の靖国参拝が普通にできる日が来なければ日本を取り戻すことは出来ない。戦没者に哀悼の誠を捧げるのに中韓の文句に屈している。どんな理不尽なことでも日本は文句を受け入れますと常時シグナルを発信しているようなものだ,2,神宮外苑の再開発,0.31487894
https://x.com/toshio_tamogami/status/1907553103211278791,2025-04-02T21:57:55+00:00,一昨日衆議院議員の先生と夕食を共にする機会があったが今国会内で中選挙区制に戻す話が出ていると言っていた。速やかにやってもらいたいと思う。小選挙区制では党中央の意見に従わなければ公認を受けらず立候補できない。最も言論の自由を保障されなければいけない政治家が言論を封じられる。また小選挙区制では政党間の競争があるだけで候補者同士の競争はない。候補者は公認を取ってしまえば、選挙で政策を訴えることにあまり意味がなくなる。選挙民も人を選ぶことは出来ず政党を選ぶことになるので選挙時における競争原理も働かない。日本には中選挙区制が合っている,18,都職員のチャットGPT使用,0.31461433
https://x.com/toshio_tamogami/status/1882219918848106806,2025-01-23T00:12:53+00:00,冷戦終結時にレーガン米大統領とゴルバチョフソ連書記長との間で、は東ドイツを併合するがそれ以上は東側に1ミリたりとも進出をしないという約束が交わされた。しかしその約束は反故にされ当時15か国だった加盟国は現在では32か国に増えている。米は新自由主義の一つの理念である自由競争を唱えて東側に進出して行ったがに加盟すれば露製の武器から米国製の武器への転換が行われる。背後には米軍需産業の金儲けがある,3,都庁舎のプロジェクションマッピング,0.3145727
https://x.com/toshio_tamogami/status/1723434666903130473,2023-11-11T20:16:59+00:00,アパグループ発行のアップルタウン12月号で北海道で医療法人を経営する中村恵子氏が、2019年の小学校6年生の東京書籍社会科教科書で、北海道、千島、樺太が日本の領土ではなかったとする修正が教科書検定委員によって行われたと言っている。江戸時代初期の地図で日本領となっているものをわざわざ書き換えさせたとか。教科書検定が反日に乗っ取られている。検定委員を誰がどうやって選んでいるのだ,18,都職員のチャットGPT使用,0.31438655
https://x.com/toshio_tamogami/status/1769846878651506889,2024-03-18T22:02:32+00:00,岸田内閣の支持率低迷は裏金疑惑のせいだと本人も言うしマスコミもそう報道する。しかし裏金の不記載問題など多くの国民はさほど気にしていないのではないか。支持率が低いのは国民を幸せにする政治が行われていないからだと私は思う。米国に言われるまま金を出す、国民が困っているのに外国には気前よく支援を拡大する、租税負担率が50％に近いのに更に退職金課税、通勤手当課税、少子化対策課税など増税を目指している。税は国の事業の財源ではないというのに,9,ふるさと納税制度の見直し,0.31397542
https://x.com/toshio_tamogami/status/1748192412919550245,2024-01-19T03:55:25+00:00,都心から房総方面に向け高速道路を車で走った。太陽光パネルの量の凄まじさにびっくりだ。これをこのまま続けたら豊かな自然の景色が消えてしまうのではないか。今回の能登半島地震でも太陽光パネルが壊れても陽が当たるとは発電し感電の恐れもあるという。自然エネ発電も手放しで喜んでばかりはいられない。何らかの規制が必要だと思う,6,太陽光パネルの設置義務化,0.31369272
https://x.com/toshio_tamogami/status/1919851150511374780,2025-05-06T20:25:58+00:00,政府が優遇していない職業は後継者がいない。後継者がいる職業は政府がちゃんと面倒を見ていると言ってよい。政治家、医者、大企業、国家公務員、銀行などは後継者確保に困らない。それに比べ農家は後継者がいない。百姓は生かさず殺さずの農業政策が続いているからだ。更に農地の多くが存在する地方では交通網や金融機関など生活のインフラも国が整備しようとしない。地方創生は掛け声だけで現実は地方切り捨てが行われてきた。国はもっと地方にお金を流すべきだ。国には通貨発行権がある,0,高校授業料の「実質無償化,0.31348497
https://x.com/toshio_tamogami/status/1818787089242354148,2024-07-31T23:13:28+00:00,核抑止強化が日米2プラス2で話し合われた。しかし米国による拡大抑止強化を追求するが、どうして我が国は核武装を考えると言わないのか。ウクライナで米国は露との戦闘には参加しないと言った。露が核武装国でエスカレートして核の打ち合いになる恐れがあるからだとバイデン大統領は言った。中国が我が国を侵略した場合米の核は破れ傘であることは明らかだ。政府には我が国の安全保障についてもっと真剣に考えてもらいたい,10,地下シェルターの整備計画,0.31271616
https://x.com/toshio_tamogami/status/1791257318799385067,2024-05-16T23:59:59+00:00,国家の自立とは軍の自立である。自衛隊の戦力発揮が米軍から自立してできるようにならなければ日本国は自立できず米国の意を忖度した政治が続く。現状は戦闘機、イージス艦、ペトリオットなどの主要装備品は米国製で暗号や情報通信も米軍の手中にある。国産の戦闘機などが飛ぶようにならなければ対米従属は続く,10,地下シェルターの整備計画,0.31237245
https://x.com/toshio_tamogami/status/1819825877687161167,2024-08-03T20:01:14+00:00,石川県護国神社に高さ11メートルほどの大東亜聖戦大碑が建立されている。靖国神社に建立したかったが日本の政治状況から許されなかった。ここで毎年8月4日に大東亜聖戦祭が開催される。全国から200名ほどの人たちが参加してくれる。私は数年前から大東亜聖戦大碑護持会の会長を拝命している。本日朝一番の新幹線で金沢まで出かける。大東亜戦争は聖戦であった,2,神宮外苑の再開発,0.3123353
https://x.com/toshio_tamogami/status/1708603094073012556,2023-10-01T22:01:36+00:00,海上自衛隊の艦艇乗組員手当、航空自衛隊のレーダーサイトに勤務する隊員のへき地手当などが改善されるそうだ。自衛隊はこの10数年隊員確保に苦労している。こういった手当に限らず自衛隊員の基本給を上げて貰わないと今後一層厳しい状況になる。給与だけの問題ではないが、軍に対する国民的敬意が生まれ政治家が自分の子供を自衛隊に入れようかと思える自衛隊にする必要がある。それが我が国に対する強い侵略抑止力になる,0,高校授業料の「実質無償化,0.31183454
https://x.com/toshio_tamogami/status/1916260637719867792,2025-04-26T22:38:33+00:00,高市早苗議員は黄金週間を利用して月27日から日間の予定で、数名の衆参同行議員と共に訪台する。頼清徳台湾総統、蔡英文前総統、韓国瑜・立法院長国会議長らと面会し、経済安全保障などについて意見交換する予定だ。一方、自民党の森山裕幹事長ら超党派の「日中友好議員連盟」らは北京を訪問する。小渕優子議員ら国会議員15人が参加するとか。眼前の金儲けのための日中友好は中国に利用される危険が大きい。自民党の保守再生は遠のくばかりだ,15,パートナーシップ制度,0.31179476
https://x.com/toshio_tamogami/status/1766193693403611353,2024-03-08T20:06:05+00:00,私は2008年空自退官直後から日本も核武装すべきと主張し危険人物と言われた。2013年には祥伝社から「日本核武装計画」を出版もした。昨日産経新聞正論欄で龍谷大学教授李相哲氏が日本の核武装を進言している。当時であればこのような意見がマスコミで取り上げられることはなかったであろう。国民の意識も変わってきた。軍事力は強い方が国はより安全だということが理解されつつある,18,都職員のチャットGPT使用,0.31145716
https://x.com/toshio_tamogami/status/1911913635779338499,2025-04-14T22:45:07+00:00,トランプ政権がイランとの核協議に乗り出した。目的はイランの核武装封じである。表向きの理由は国際社会の安定であるが、自らは核兵器を持ちこれ以上核武装国を増やさないため、すなわち核武装国の国際政治上の有利な地位を維持するためだ。核武装しなければ核武装国と対等な話し合いは出来ない。そして核武装国同士の本格的な戦争は起きない。共倒れになるからだ。核兵器こそ究極の戦争抑止兵器なのだ,10,地下シェルターの整備計画,0.3107698
https://x.com/toshio_tamogami/status/1893422026121191763,2025-02-22T22:06:03+00:00,それでも自民党と思ってこれまで応援してきたが、国の経済力は低下するばかり、拉致問題については全く進展なし、デフレ下でもずっと続く増税路線、男女共同参画や法などで日本ぶち壊し、更には夫婦別姓許容、男系で天皇制を維持する努力はしない、移民受け入れ推進、憲法改正は放棄など、もはや自民党は日本を取り戻す保守の政党ではなくなってしまった。売国リベラル政党が今の自民党の本質だ,9,ふるさと納税制度の見直し,0.3096519
https://x.com/toshio_tamogami/status/1700600361399271584,2023-09-09T20:01:36+00:00,中国は我が国の処理水海洋投棄に対し非科学的な攻撃を国を挙げてやっている。しかも自分の国は日本の処理水をはるかに上回る汚染水を投棄しながらである。これに対し我が国は丁寧に説明するとしているが無駄だ。専守防衛ではなく中国が痛みを感じる対応を我が国も取るべきだ。攻撃は最大の防御なり,14,PFAS問題,0.30951715
https://x.com/toshio_tamogami/status/1745684590063489263,2024-01-12T05:50:14+00:00,陸幕副長ら数十人が集団で靖国参拝したことが悪い事をしたかのように報道されている。宗教施設の部隊参拝を禁じた事務次官通達に違反する可能性があるだとか。防衛省で誰がそんなことを言っているのか。靖国神社が宗教施設か。バカなことを言うな。英霊を祀る靖国神社に自衛官がお参りできないというだけで自衛隊は精神的に瓦解する。反日はそれを狙っている。内局も自らの存在意義のために反日に手を貸すのか,18,都職員のチャットGPT使用,0.30918413
https://x.com/toshio_tamogami/status/1834784095827902904,2024-09-14T02:39:51+00:00,昨日は高校時代のクラスメイト5名が福島県郡山市の私の生家に集まってバーベキューなどで一晩過ごした。毎年1回恒例で私の生家に集まってくれる。元6名の仲良しグループだったが1名が40代で亡くなり5名となった。60年前の話などで盛り上がった。少年に戻ったような気がした。癒されますね。今朝朝食を済ませ5名で故人の墓に墓参りをして解散した。5人のうち郡山に住居を構えるのは1名だけだが、私を含め4名は他県等で暮らしている。来年またやろうと約束をしてそれぞれ出発した,5,歌舞伎町や「トー横キッズ」問題,0.30869907
https://x.com/toshio_tamogami/status/1922380461852262660,2025-05-13T19:56:32+00:00,先日ネットで千葉県の麗澤大学で南京大虐殺はなかった、中国をシナと呼ぶ講義をした先生がいて、これに中国人留学生が集団で抗議して一悶着あったというニュースがあった。今我が国では中国人留学生が次第に増えている。このようなことが続けば中国の静かなる日本侵略が拡大する。学問の自由さえ侵される。我が国政府は外国人留学生、外国人労働者に補助金までつけて呼び込もうとするが、これを止めるべきだ。欧米諸国は移民拡大は失敗と認識し既に移民縮小の方向に動いている,18,都職員のチャットGPT使用,0.30801582
https://x.com/toshio_tamogami/status/1889432006066577576,2025-02-11T21:51:08+00:00,昨日は紀元節、友人が主催して110名を超える人たちが集まり靖国参拝をしてきました。私たちのグループ以外にも多くの団体が紀元節を祝う靖国参拝をしていました。また全国各地でも紀元節を祝う集会などが細とは実施されているが、日本政府主催の式典は開かれない。昭和23年により全国各地で開かれていた建国記念を祝う式典が廃止されたが、日本政府は、日本を取り戻すためにも、国を挙げて建国を祝う式典を再興すべきだと思う,2,神宮外苑の再開発,0.30731696
https://x.com/toshio_tamogami/status/1881816531405029838,2025-01-21T21:29:58+00:00,トランプ大統領は強い。批判を恐れず自らの信念を貫く態度は立派というしかない。パリ協定やからの離脱、性別は男女のみ、不法入国者一掃、国内産業保護のための高率関税設定などなど、これまでの政府の方針の大転換で間違いは正す。日本では一旦決めると間違いと分かっても直すことが出来ない。日本の総理にも平成以降の30数年でぶち壊した日本を取り戻してもらいたい。信念を持つ総理よ出でよ,4,選挙妨害対策,0.30726135
https://x.com/toshio_tamogami/status/1802470402771603957,2024-06-16T22:36:46+00:00,石原元都知事からは生前いろいろと御指導を受けたが、石原氏は他への不必要な忖度を排し自分の意見を述べる強い政治家であったと思う。今日本国民はあのような強い政治家を求めているのではないか。強さを感じさせないリーダーにはついて行きにくい。私も石原氏のようになりたいものだと常思っている,4,選挙妨害対策,0.30703786
https://x.com/toshio_tamogami/status/1791685440371929472,2024-05-18T04:21:11+00:00,先週の日曜日、都市伝説の関暁夫さんが主宰する「情熱クラブ」のイベントに参加してきました。 若い方、子供も多く約250名もの参加者が山梨県の山中で民間防衛を掲げて勉強・交流会をされていた。 皆さんとても元気で、天気も良く日の丸がなびく大変気持ちの良い一日でした。 若い力でたいへん素晴らしい活動を行っていて、私もパワーを頂きました,5,歌舞伎町や「トー横キッズ」問題,0.30685067
https://x.com/toshio_tamogami/status/1707860386748432691,2023-09-29T20:50:21+00:00,北朝鮮が核戦力の発展を高度化するとの憲法修正を実施したそうだ。金正恩は核兵器の戦争抑止効果を十分に理解している。北朝鮮のような経済力がない国は通常兵器で軍事力の均衡を求めることは出来ない。核兵器で戦争抑止を求めることが安上がりなのだ。核兵器は究極の抑止兵器である。日本も学ぶべし,10,地下シェルターの整備計画,0.30639237
https://x.com/toshio_tamogami/status/1831472552537141307,2024-09-04T23:20:58+00:00,自民党と立憲民主党の総裁選が来週から始まる。各候補者と目される議員が個別政策事項についてコメントしているが、20年後、30年後の日本の国の出来上がりの形とそこに持っていくための具体的方策を明確にして議論してもらいたい。政治とカネの問題解決が総裁選の最大の課題では困るではないか,7,少子化対策と高齢者福祉,0.30622083
https://x.com/toshio_tamogami/status/1720557690160828629,2023-11-03T21:44:54+00:00,露とウクライナの戦争は両国の国民生活を犠牲にしながらウクに武器支援をする米国や西欧諸国は戦争特需で儲かるという構図がある。そして戦争当事国以外は戦争が続いても困ることは殆どないし当事国の為政者も困らない。戦争当事国の為政者は国民の犠牲を抑えるためにどこかで折り合いをつけて戦争の早期終結に努力すべきなのだ。戦争はいつも誰かの金儲けの思惑で開始される。イスラエルの戦争もその例外ではない,1,公立小中学校の給食費補助,0.30595118
https://x.com/toshio_tamogami/status/1716233070049956320,2023-10-22T23:20:24+00:00,昨年12月戦略3文書で防衛力整備計画別表第3に概ね10年後の自衛隊の体制が定められている。しかし防衛費が5年間で倍増という触れ込みがあったにも拘わらず自衛隊の戦力規模は5年前の30防衛計画大綱の別表とほとんど変わらない。予算をもらったのだから防衛省、自衛隊はもっと戦力拡大を目指すべきではないか。中国などの侵略を抑止するには自衛隊の戦力拡大が必要だ。隊員数の確保が困難という意見もあると聞くが必要な隊員を確保する方策を取ればよい,2,神宮外苑の再開発,0.30503044
https://x.com/toshio_tamogami/status/1928922606130049304,2025-05-31T21:12:41+00:00,トランプ大統領はハーバード大学留学中の反米大学生を追放すると言う。アメリカとしては当然だ。しかし我が国の東大がそれら留学生を受け入れると表明した。反日中国人留学生がまた増える。既に東大の学生の12.5％は中国人だ。留学生を受け入れれば東大に一人当たり年間最大42万円の補助金が交付される。留学生の思想信条を調査せよ。学問の自由の名のもとに日本が乗っ取られるのはまっぴらごめんだ,17,外国人労働者の増加,0.30379665
https://x.com/toshio_tamogami/status/1811538828353732936,2024-07-11T23:11:28+00:00,憲法96条の憲法改正の規定では衆参総議員の3分の2以上の発議で国民投票で過半数の賛成で改正できる。しかし現実にはこれはマッカーサーが残した改正させない規定だと思う。日本は正規軍を持てず米国に守って貰うことになり対米従属政治は続く。その結果長期的に日本は経済的損失を強いられる。これを改善するには国会で現行憲法の無効決議をすればよい。これなら過半数の賛成でできる。新たな憲法を作ることになる,4,選挙妨害対策,0.30369613
https://x.com/toshio_tamogami/status/1865861139420324155,2024-12-08T20:48:56+00:00,秋篠宮家に対するネットなどの攻撃が止まらない。本日の報道では「長女の小室眞子さん・圭さん夫妻の結婚を発端に、悠仁さまの進学などを巡り、国民との溝がさらに深まる秋篠宮家」だとか。男系で維持されてきた天皇家を壊すための策略が背後にあるのだと思う。天皇家が存在することによって日本国民は多くの恩恵を受けている。天皇家のことは静かに見守るべきだ,18,都職員のチャットGPT使用,0.3033818
https://x.com/toshio_tamogami/status/1848489713084338584,2024-10-21T22:21:05+00:00,人間は自分がやりたいことが出来る時が一番幸福だ。政治の使命はそれぞれの人がやりたいことが出来る環境を整えることだ。それは政治的に自由で経済的に豊かな国を造ることだ。しかしこの30年の日本は発言にもいちいち気を遣う息苦しい国に向かっている。経済力は他国に比較してどんどん落ちていく。国の指導者が事なかれ主義に取りつかれ日本弱体化勢力と戦わない。そしてプライマリーバランスとかいう緊縮財政に捕らわれ十分な財政支出をしないからだ。もはや自民党ではこれを修正できない。参政党など古き良き日本を取り戻すことを目指す保守の政党の躍進に期待するしかないか,17,外国人労働者の増加,0.3029436
https://x.com/toshio_tamogami/status/1762948243569434816,2024-02-28T21:09:49+00:00,民主主義社会というのは自分と違う意見の存在を認める社会である。だからそれを言ってはいけないという意見は出来るだけ言わず、反対であれば反対意見を述べればよい。議論が白熱し相手を罵倒することがあるかもしれないが、それが許される社会なのだ。勿論他人を罵倒するかどうかはその人の人間性の問題であり別途教育はしたらよかろう。しかし言論だけで罰せられる社会になると次第に言論の自由は失われ息苦しい社会になっていく。我が国は少数意見に配慮し過ぎて多数の人が住みにくい国に向かっているのではないか,4,選挙妨害対策,0.3026475
https://x.com/toshio_tamogami/status/1919506317179551894,2025-05-05T21:35:43+00:00,7日に始まる次期ローマ教皇を決める秘密選挙「コンクラーベ」に向けて、駆け引きが激しさを増してきたというニュースが流れている。大変なことだということはよくわかる。コンクラーベというぐらいだから,4,選挙妨害対策,0.30254042
https://x.com/toshio_tamogami/status/1784050399072449020,2024-04-27T02:42:15+00:00,本日午前中は国連本部の研修。見学が終わり帰る時に丁度バイデン大統領が国連本部に来るということで本部前の道路が高さ1メートルほどの柵で閉鎖され向こう側に渡れなくなりました。バイデンジャンプで超えようかと思ったら警察官にダメと言われました。仕方なくトランプに寄ってホテルに戻りました,10,地下シェルターの整備計画,0.3022802
https://x.com/toshio_tamogami/status/1927468154764071422,2025-05-27T20:53:13+00:00,北海道庁は何故これを放置しているのか。今の自民党政治も何故これを矯正しないのか。日本軍を悪とする戦後教育で日本人は大和魂を抜かれてしまったのか。 田中よしひと 26 拡散希望 ここにある写真は北海道、ニセコエリアの倶知安町で、帰化した中国人社長の会社が無届けで進めている山林の伐採、開発許可申請を出さずに行われている造成、建築確認申請を出さずに進められている建築のもの,18,都職員のチャットGPT使用,0.30227646
https://x.com/toshio_tamogami/status/1905724157910024493,2025-03-28T20:50:20+00:00,我が国は外国人に甘い。川口市では婦女暴行で逮捕されたクルド人が不起訴、一度永住資格を取ると当人が外国で生活していても児童手当が振り込まれたり生活保護手当が支給されたりする。これは先日国会でも取り上げられたようだ。外国人ではなく日本国民に優しくしてもらいたい,17,外国人労働者の増加,0.30197293
https://x.com/toshio_tamogami/status/1730349641244487736,2023-11-30T22:14:37+00:00,米軍オスプレイが鹿児島県屋久島沖で墜落した。亡くなった兵士のご冥福を祈る。またぞろオスプレイは危険な飛行機だとか騒がれる。原因が判明するまで飛行停止すべきだとか。しかし原因の判明は半年くらい先になるだろう。反軍思想の持ち主はその間訓練が出来ず軍の練度が低下することは全く眼中にない。抑止力など理解せずに軍は戦争の道具と考えるだけなのだ。墜落の危険が高い飛行機を米軍も自衛隊も使えと命ずることはない,10,地下シェルターの整備計画,0.30133116
https://x.com/toshio_tamogami/status/1929298715774513250,2025-06-01T22:07:13+00:00,昨日、東京江東区の有明アリーナで全世界フルコンタクト空手道選手権大会が開催され、世界中から多くの人たちが集まりました。私は幸運にも招待されたので見学して来ました。男女別の競技があり、その迫力は空手家の闘争心を十分に感じさせるものでした。また競技の合間に幼稚園児を含む子供たちの演武もあり、そのきびきびした行動に感動しました。日本古来の侍精神、そして礼儀正しさを体得させるために武道は素晴らしいと改めて感じました。学校教育で武道を奨励することがいいのではないかと思った次第です,13,五輪施設の後利用の見直し,0.30109972
https://x.com/toshio_tamogami/status/1823499661010985090,2024-08-13T23:19:32+00:00,東京裁判は裁判の名を借りた日本への復讐劇だった。米陸軍少佐であったブレークニー弁護人は米国など連合国の出鱈目ぶりを次のように指摘している。 . 東京裁判 ブレイクニー弁護人の弁論 キッド提督の死が真珠湾攻撃による殺人罪になるならば、我は、広島に原爆を投下した者の名を挙げることができる。投下を計画した参謀長の名も承知している。その国の元首の名前も承知している。彼らは、殺人罪を意識していたか？してはいまい。我もそう思う。それは彼らの戦闘行為が正義で、敵の行為が不正義だからではなく、戦争自体,18,都職員のチャットGPT使用,0.30100852
https://x.com/toshio_tamogami/status/1886168554808189173,2025-02-02T21:43:21+00:00,ネットのニュースを見ていたら大阪万博会場では、廃棄物の抑制を狙ってレジ袋の配布禁止、マイバッグの持参を来場者に要求するとか。外国人も多数来るのにこれを今から周知徹底できるのだろうか。お客さんの都合よりは運営側の管理のし易さを重視しているのだろうが、お客さんを減らす効果があるとしか思えない。考え直した方がいいのではないか,18,都職員のチャットGPT使用,0.30062306
https://x.com/toshio_tamogami/status/1888719099481694681,2025-02-09T22:38:18+00:00,昨日の日曜討論を見ていたら共産党は日本は軍事力強化で戦争をやろうとするのではなく話し合いで平和を求めるべきと言い、公明党は核なき世界を追求すべき、国連を中心にと言っている。軍事力を強化するのは戦争を抑止するためであり、核兵器こそ最強の抑止兵器なのだ。国連は各国が自国の利益を引き出すために利用しているだけだ。そんな甘い考え方では我が国は徹底的に利用されるだけだ,10,地下シェルターの整備計画,0.29979545
https://x.com/toshio_tamogami/status/1885422211680657496,2025-01-31T20:17:39+00:00,1月31日那覇市内の小学校で開催予定だった航空自衛隊音楽隊のコンサートが、沖縄県教職員組合那覇支部の反対で中止になった。軍事的象徴が教育現場に持ち込まれ生徒や保護者に不安感を与えるのだとか。軍事を教育現場に持ち込んではいけないというのはいかにも特殊な考えだと思うが米軍占領下で行われた日本悪玉論の影響がまだ残っている。小学校の先生が自衛隊は悪だと思っているようでは国の再興が遠のいてしまう。反日活動の拠点になっている教職員組合を廃止してはどうか,18,都職員のチャットGPT使用,0.29954097
https://x.com/toshio_tamogami/status/1843423695915888992,2024-10-07T22:50:32+00:00,政治の使命は国民を幸福にすることである。それでは国民はどのようなときに幸福になれるか。それは各人が自分の希望することが出来る時である。そのためにはまず政治的な自由が守られることである。大した理由もないのにあれダメ、これダメと言われては国民は幸福になれないが日本はいちいち発言に気を遣う息苦しい社会に向かってはいないか。また何をやってもいいと言われても何かをやるのにはお金がかかる。だから経済的に豊かでないとまた国民は幸福になれない。平成以降の30年日本の政治は国民の幸福に逆行しているのではないか,4,選挙妨害対策,0.29945362
https://x.com/toshio_tamogami/status/1732867278876885250,2023-12-07T20:58:49+00:00,本日は昭和16年真珠湾攻撃が行われた日である。戦後のによる徹底的な言論弾圧の中で我が国は悪者にされ焚書による歴史の抹殺、公職追放、農地解放、財閥解体など徹底的な国家弱体化が行われた。我が国はやらなくてもいい戦争、負けると分かっていた戦争をした。当時の我が国の指導者はバカだったと喧伝された。誇りある我が国の歴史を取り戻すことが必要だ。歴史認識の誤りが国を衰退させている,4,選挙妨害対策,0.29910666
https://x.com/toshio_tamogami/status/1775642754359677177,2024-04-03T21:53:17+00:00,岸田総理が国賓待遇で米国を訪問するという。支持率が最低の総理を米国が今招待するのは当然米国の要求を呑ませ易いからと判断した結果だと思う。訪問がまた日本売り渡しにならないように、国家の自立を妨げることがないようにしてもらいたいものだ。この訪問で岸田総理は何を得ようとするのだろうか,15,パートナーシップ制度,0.2988614
https://x.com/toshio_tamogami/status/1726374041358135477,2023-11-19T22:57:00+00:00,岸田首相が創価学会池田大作名誉会長の弔問に信濃町の学会施設を訪れ原田稔会長や池田氏の長男の池田博正主任副会長とも面会したと報道された。一宗教団体の教祖の弔問に訪れるが国のために戦って命を捧げられた靖国の英霊には参拝しない。反日グループから文句が出ないことはやるが文句を言われることはしないのが日本の総理では強い日本を取り戻すことは出来ない,18,都職員のチャットGPT使用,0.2986431
https://x.com/toshio_tamogami/status/1912634802865598631,2025-04-16T22:30:46+00:00,日本で何故売国と思われるような政治が続くのか。どうして国民のための政治が行われないのか。グローバリストに支配された日本の政治。私の友人でもある及川幸久氏が分かりやすく解説してくれています。皆様是非ご覧下さい。 . 及川幸久某テレビ局が撮影していました。報道されない神回演説オープニング日本を支配しているのは誰？複雑過ぎる郵政民営化の本質30年前トランプに会った時の言葉政府系ファンドで減税野田さんはミスター消費税2024年10月25日新橋広場にて参政党の街頭演説会が開催され応援弁士に及川幸久さんがマイクを握,4,選挙妨害対策,0.29853645
https://x.com/toshio_tamogami/status/1835447006715949459,2024-09-15T22:34:02+00:00,自民党、立憲民主党の総裁選が行われているが国家の自立を強く訴える候補がいない。我が国は国が自立していないので米国の意向を忖度した政治が続く。グローバリズムと戦うことが出来ないのもそのためだ。このために国民が損失を被る事態が長期にわたって続いている。国家の自立には軍の自立が不可欠であり、国産の戦闘機やミサイルシステムの開発が必要だ,4,選挙妨害対策,0.29832846
https://x.com/toshio_tamogami/status/1889786048856895978,2025-02-12T21:17:59+00:00,今日は2月13日、の日で子供たちが株式投資について学ぶ日とかいうニュースが流れている。これを勉強すると全員が儲かるわけでもないのに、むしろ損をする人も多いのに、こんなことを子供たちに教える必要があるのか。証券会社などが会社の利益のために宣伝しているのだろうが、コツコツと地道に努力することがバカらしくなるような教育が正しいのか。金儲けに関心の強い人が大人になって自ら学ぶだけで十分だと思う,5,歌舞伎町や「トー横キッズ」問題,0.29827797
https://x.com/toshio_tamogami/status/1850657048402526271,2024-10-27T21:53:18+00:00,自民党が大敗した。大歓迎だ。政治とカネの問題で負けたと思ってもらっては困る。30年間やるやる詐欺政治を続けたことに国民がようやく気付いたということだ。国民を不幸にする政治ばかりやってきた。景気は停滞、増税で国民を苦しめる、憲法改正は出来ず米国支配から抜けられず、拉致問題は放置、外国人の土地取得推進、インベストイン岸田とか言って日本企業を外資に提供、移民推進。今後どういう政権になるのかまだ分からないが是非とも日本国民のための政治を取り戻してもらいたい,8,税の偏在是正措置,0.29732466
https://x.com/tamogami2024/status/1807278241360855278,2024-06-30T05:01:25+00:00,詳細のご連絡が遅れておりました本日の個人演説会についてのご連絡です！皆様無料でご参加いただけますのでどうぞご来場くださいますようお願い申し上げます,18,都職員のチャットGPT使用,0.2971688
